9.875234E+16	7.77000E-01	1.49000E-01
9.867630E+16	7.78001E-01	1.48000E-01
9.860037E+16	7.78999E-01	1.47000E-01
9.852456E+16	7.79001E-01	1.45000E-01
9.844835E+16	7.79000E-01	1.43000E-01
9.837277E+16	7.78000E-01	1.40000E-01
9.829679E+16	7.75000E-01	1.38000E-01
9.822042E+16	7.73000E-01	1.37000E-01
9.814468E+16	7.71000E-01	1.38000E-01
9.806854E+16	7.69001E-01	1.38000E-01
9.799253E+16	7.66001E-01	1.38000E-01
9.791663E+16	7.62999E-01	1.39000E-01
9.784085E+16	7.60999E-01	1.42000E-01
9.776468E+16	7.59000E-01	1.45000E-01
9.768913E+16	7.58999E-01	1.49000E-01
9.761319E+16	7.60999E-01	1.52000E-01
9.753687E+16	7.63000E-01	1.53000E-01
9.746117E+16	7.63999E-01	1.55000E-01
9.738509E+16	7.66000E-01	1.56000E-01
9.730912E+16	7.68000E-01	1.56000E-01
9.723327E+16	7.68999E-01	1.55000E-01
9.715704E+16	7.68999E-01	1.55000E-01
9.708143E+16	7.69001E-01	1.54000E-01
9.700544E+16	7.68999E-01	1.55000E-01
9.692906E+16	7.69001E-01	1.56000E-01
9.685331E+16	7.70000E-01	1.56000E-01
9.677717E+16	7.71000E-01	1.56000E-01
9.670116E+16	7.72000E-01	1.56000E-01
9.662527E+16	7.72000E-01	1.56000E-01
9.654949E+16	7.72000E-01	1.56000E-01
9.647334E+16	7.72999E-01	1.56000E-01
9.639731E+16	7.74000E-01	1.55000E-01
9.632139E+16	7.74000E-01	1.55000E-01
9.624560E+16	7.73999E-01	1.54000E-01
9.616944E+16	7.73000E-01	1.53000E-01
9.609389E+16	7.71999E-01	1.52000E-01
9.601747E+16	7.71000E-01	1.52000E-01
9.594167E+16	7.69000E-01	1.53000E-01
9.586599E+16	7.69001E-01	1.54000E-01
9.578993E+16	7.69001E-01	1.54000E-01
9.571400E+16	7.69001E-01	1.54000E-01
9.563771E+16	7.69001E-01	1.54000E-01
9.556202E+16	7.67000E-01	1.55000E-01
9.548596E+16	7.66000E-01	1.56000E-01
9.541003E+16	7.64999E-01	1.57000E-01
9.533422E+16	7.64001E-01	1.59000E-01
9.525804E+16	7.64000E-01	1.62000E-01
9.518199E+16	7.65001E-01	1.65000E-01
9.510606E+16	7.67000E-01	1.66000E-01
9.503025E+16	7.69001E-01	1.66000E-01
9.495408E+16	7.70000E-01	1.66000E-01
9.487803E+16	7.70000E-01	1.66000E-01
9.480211E+16	7.70000E-01	1.67000E-01
9.472631E+16	7.69001E-01	1.69000E-01
9.465015E+16	7.71001E-01	1.72000E-01
9.457459E+16	7.74000E-01	1.73000E-01
9.449868E+16	7.77000E-01	1.73000E-01
9.442241E+16	7.79000E-01	1.73000E-01
9.434674E+16	7.81999E-01	1.72000E-01
9.427072E+16	7.85001E-01	1.71000E-01
9.419482E+16	7.86001E-01	1.68000E-01
9.411858E+16	7.86000E-01	1.67000E-01
9.404246E+16	7.87000E-01	1.65000E-01
9.396692E+16	7.87999E-01	1.64000E-01
9.389058E+16	7.88000E-01	1.62000E-01
9.381482E+16	7.89000E-01	1.60000E-01
9.373873E+16	7.88000E-01	1.57000E-01
9.366275E+16	7.87001E-01	1.55000E-01
9.358690E+16	7.84000E-01	1.54000E-01
9.351070E+16	7.82001E-01	1.54000E-01
9.343510E+16	7.81001E-01	1.55000E-01
9.335915E+16	7.81001E-01	1.55000E-01
9.328287E+16	7.81001E-01	1.55000E-01
9.320717E+16	7.80000E-01	1.54000E-01
9.313113E+16	7.79000E-01	1.54000E-01
9.305521E+16	7.76999E-01	1.54000E-01
9.297897E+16	7.74999E-01	1.54000E-01
9.290330E+16	7.73999E-01	1.56000E-01
9.282730E+16	7.74001E-01	1.57000E-01
9.275142E+16	7.74001E-01	1.59000E-01
9.267522E+16	7.74001E-01	1.60000E-01
9.259913E+16	7.74000E-01	1.62000E-01
9.252318E+16	7.76001E-01	1.62000E-01
9.244734E+16	7.78000E-01	1.62000E-01
9.237163E+16	7.79000E-01	1.61000E-01
9.229559E+16	7.79000E-01	1.61000E-01
9.221968E+16	7.80001E-01	1.60000E-01
9.214344E+16	7.81000E-01	1.60000E-01
9.206778E+16	7.82000E-01	1.58000E-01
9.199179E+16	7.81001E-01	1.56000E-01
9.191548E+16	7.80000E-01	1.55000E-01
9.183975E+16	7.80000E-01	1.54000E-01
9.176369E+16	7.78001E-01	1.53000E-01
9.168775E+16	7.77000E-01	1.52000E-01
9.161195E+16	7.75000E-01	1.52000E-01
9.153582E+16	7.73000E-01	1.52000E-01
9.145982E+16	7.71001E-01	1.54000E-01
9.138395E+16	7.71000E-01	1.56000E-01
9.130820E+16	7.72000E-01	1.57000E-01
9.123213E+16	7.73001E-01	1.57000E-01
9.115619E+16	7.73001E-01	1.57000E-01
9.107994E+16	7.72999E-01	1.56000E-01
9.100425E+16	7.72999E-01	1.56000E-01
9.092826E+16	7.72999E-01	1.56000E-01
9.085238E+16	7.73001E-01	1.55000E-01
9.077620E+16	7.72000E-01	1.55000E-01
9.070015E+16	7.72001E-01	1.54000E-01
9.062422E+16	7.71999E-01	1.53000E-01
9.054842E+16	7.70000E-01	1.53000E-01
9.047231E+16	7.69000E-01	1.53000E-01
9.039633E+16	7.68000E-01	1.53000E-01
9.032047E+16	7.66999E-01	1.53000E-01
9.024432E+16	7.65999E-01	1.54000E-01
9.016872E+16	7.65999E-01	1.54000E-01
9.009238E+16	7.66001E-01	1.55000E-01
9.001661E+16	7.67000E-01	1.55000E-01
