312
8.562053E+15	7.36517E+00	7.95281E+00
7.848548E+15	8.71834E+00	4.50512E+00
7.244814E+15	8.16550E+00	3.03863E+00
6.727327E+15	7.75597E+00	2.34854E+00
6.278839E+15	7.56763E+00	1.98064E+00
5.886411E+15	7.66126E+00	1.66483E+00
5.540152E+15	7.74800E+00	1.06020E+00
5.232365E+15	7.34118E+00	2.92680E-01
4.956978E+15	6.83800E+00	7.84500E-02
4.709129E+15	6.50244E+00	4.08000E-02
4.484885E+15	6.29005E+00	2.00640E-02
4.281026E+15	6.12562E+00	1.48500E-02
4.094895E+15	6.00739E+00	1.47060E-02
3.924274E+15	5.90004E+00	4.85800E-03
3.767303E+15	5.83705E+00	1.44960E-02
3.622407E+15	5.74561E+00	0.00000E+00
3.488244E+15	5.68346E+00	0.00000E+00
3.363664E+15	5.63113E+00	4.74600E-03
3.247675E+15	5.58377E+00	4.72600E-03
3.139419E+15	5.54602E+00	9.42000E-03
3.038148E+15	5.51310E+00	9.39200E-03
2.943206E+15	5.48028E+00	9.36400E-03
2.854018E+15	5.45220E+00	2.33500E-02
2.770076E+15	5.43354E+00	2.33100E-02
2.690931E+15	5.41489E+00	2.79240E-02
2.616183E+15	5.39165E+00	2.78640E-02
2.545475E+15	5.37771E+00	3.24660E-02
2.478489E+15	5.36381E+00	3.24240E-02
2.414938E+15	5.34991E+00	3.70080E-02
2.354564E+15	5.33602E+00	4.15800E-02
2.297136E+15	5.32678E+00	4.15440E-02
2.242442E+15	5.31754E+00	4.61200E-02
2.190293E+15	5.30830E+00	5.06880E-02
2.140513E+15	5.30369E+00	5.06660E-02
2.092946E+15	5.29446E+00	5.52240E-02
2.047447E+15	5.28986E+00	5.52000E-02
2.003885E+15	5.28523E+00	5.97740E-02
1.962137E+15	5.28061E+00	6.43440E-02
1.922093E+15	5.28058E+00	6.89400E-02
1.883652E+15	5.28055E+00	7.35360E-02
1.846717E+15	5.28055E+00	7.35360E-02
1.811203E+15	5.28518E+00	6.89700E-02
1.777030E+15	5.28518E+00	6.89700E-02
1.744122E+15	5.28521E+00	6.43720E-02
1.712411E+15	5.28521E+00	6.43720E-02
1.681832E+15	5.28523E+00	5.97740E-02
1.652326E+15	5.28526E+00	5.51760E-02
1.623838E+15	5.28530E+00	4.59800E-02
1.596315E+15	5.28070E+00	4.59600E-02
1.569710E+15	5.28072E+00	4.13640E-02
1.543977E+15	5.27615E+00	3.67520E-02
1.519074E+15	5.27616E+00	3.21580E-02
1.494962E+15	5.27157E+00	3.21440E-02
1.471603E+15	5.27158E+00	2.75520E-02
1.448963E+15	5.26700E+00	2.29500E-02
1.427009E+15	5.26241E+00	2.29400E-02
1.405710E+15	5.25782E+00	2.29300E-02
